15
-1  10
4  8
7  8
9  8
11  8
6  7
12  6
7  5
9  4
5  3
7  3
11  3
5  1
7  1
13  0

1 2 0.500000 
1 3 0.000000 
1 4 0.000000 
1 5 0.000000 
1 6 0.000000 
1 7 0.000000 
1 8 0.000000 
1 9 0.000000 
1 10 0.500000 
1 11 0.000000 
1 12 0.000000 
1 13 0.000000 
1 14 0.000000 
1 15 1.000000 
2 3 0.000000 
2 4 0.000000 
2 5 0.000000 
2 6 1.000000 
2 7 0.000000 
2 8 0.500000 
2 9 0.000000 
2 10 0.000000 
2 11 0.000000 
2 12 0.000000 
2 13 0.000000 
2 14 0.000000 
2 15 0.000000 
3 4 1.000000 
3 5 0.000000 
3 6 1.000000 
3 7 0.000000 
3 8 0.000000 
3 9 0.000000 
3 10 0.000000 
3 11 0.000000 
3 12 0.000000 
3 13 0.000000 
3 14 0.000000 
3 15 0.000000 
4 5 1.000000 
4 6 0.000000 
4 7 0.000000 
4 8 0.000000 
4 9 0.000000 
4 10 0.000000 
4 11 0.000000 
4 12 0.000000 
4 13 0.000000 
4 14 0.000000 
4 15 0.000000 
5 6 0.000000 
5 7 1.000000 
5 8 0.000000 
5 9 0.000000 
5 10 0.000000 
5 11 0.000000 
5 12 0.000000 
5 13 0.000000 
5 14 0.000000 
5 15 0.000000 
6 7 0.000000 
6 8 0.000000 
6 9 0.000000 
6 10 0.000000 
6 11 0.000000 
6 12 0.000000 
6 13 0.000000 
6 14 0.000000 
6 15 0.000000 
7 8 0.000000 
7 9 0.500000 
7 10 0.000000 
7 11 0.000000 
7 12 0.500000 
7 13 0.000000 
7 14 0.000000 
7 15 0.000000 
8 9 0.500000 
8 10 0.500000 
8 11 0.500000 
8 12 0.000000 
8 13 0.000000 
8 14 0.000000 
8 15 0.000000 
9 10 0.000000 
9 11 0.500000 
9 12 0.500000 
9 13 0.000000 
9 14 0.000000 
9 15 0.000000 
10 11 0.000000 
10 12 0.000000 
10 13 1.000000 
10 14 0.000000 
10 15 0.000000 
11 12 0.000000 
11 13 0.000000 
11 14 1.000000 
11 15 0.000000 
12 13 0.000000 
12 14 0.000000 
12 15 1.000000 
13 14 1.000000 
13 15 0.000000 
14 15 0.000000 

    30.77
